TeamId,TeamName,SubmissionDate,Score
6811926,Chi-ChunChen,"2021-05-26 06:58:02",1.08572
6731590,"Faisal Alsrheed","2021-05-31 21:29:41",1.08574
6870345,"Salil Choubey","2021-05-31 11:46:55",1.08575
6753745,"Nadirhan Şahin","2021-05-31 20:19:38",1.08575
6771497,"Aleksandr Markelov","2021-05-12 11:35:07",1.08575
6724063,Hamza,"2021-05-31 20:42:44",1.08577
6779878,"Anand Philip","2021-05-31 19:22:46",1.08577
6720658,Marcos,"2021-05-20 19:52:33",1.08577
6721601,"A SURESH","2021-05-03 10:24:08",1.08577
6745875,Ratul,"2021-05-05 12:35:51",1.08577
6722681,"Amine Bdlm","2021-05-10 14:31:08",1.08577
6770429,"Ishan Kotian","2021-05-26 13:49:30",1.08577
6724902,DarrenSaguil,"2021-05-05 23:47:57",1.08578
6721104,Bhavik,"2021-05-31 10:13:53",1.08579
6860301,tripod,"2021-05-28 16:40:25",1.08579
6760967,"Nusret Ipek","2021-05-23 19:16:47",1.08580
6801123,"Patrick Chan","2021-05-31 08:55:50",1.08580
6827975,"JeeWoong Lee","2021-05-26 13:58:59",1.08580
6721366,bigkizd,"2021-05-07 17:21:24",1.08580
6756159,"Araik Tamazian","2021-05-28 15:47:04",1.08580
6772018,"Araz Sadikhov","2021-05-25 09:53:46",1.08581
6720624,"Felipe Dutra Lisboa","2021-05-25 14:27:22",1.08581
6751502,"Nikita Kharakhnin","2021-05-06 15:07:02",1.08581
6806276,"Alexey Averyanov","2021-05-17 07:37:28",1.08582
6721516,Vineeth,"2021-05-27 17:14:47",1.08582
6851200,"Huang Jing Stark","2021-05-23 19:02:37",1.08582
6821038,Baby,"2021-05-28 14:35:35",1.08582
6860046,"Uladzimir Kaltunou","2021-05-26 20:04:54",1.08582
6753088,Dmitry,"2021-05-24 08:12:52",1.08583
6721353,"Paulo Junior","2021-05-18 20:45:48",1.08584
6781931,ERATOS_,"2021-05-13 06:04:22",1.08584
6813157,"Omkar Patil","2021-05-31 10:40:20",1.08584
6805684,"Rutuja Vaidya","2021-05-31 17:48:55",1.08584
6725981,"Andrew Choi","2021-05-14 18:51:11",1.08585
6726891,"Yetkin Eser","2021-05-14 14:36:49",1.08585
6814358,"Andrey Nikitin","2021-05-31 19:57:37",1.08585
6721097,"Sudhanshu Singh","2021-05-28 19:12:49",1.08585
6765429,lijingyi,"2021-05-31 09:30:08",1.08586
6790044,"Maxim Rodionov","2021-05-31 14:28:17",1.08586
6721217,"Andre Marti Tommi","2021-05-12 13:39:39",1.08587
6730520,woozy1,"2021-05-22 08:56:14",1.08587
6721519,"Maxim Kazantsev","2021-05-31 15:04:49",1.08587
6746066,shoku-pan,"2021-05-24 11:24:58",1.08587
6807502,"Yashar Nasibov 95","2021-05-20 14:08:36",1.08587
6730862,VEnder,"2021-05-15 15:59:00",1.08587
6720758,"MehmetE. Kazanç","2021-05-09 10:55:48",1.08587
6726249,al4pha4,"2021-05-19 10:53:48",1.08589
6742395,"Jurek Miadzvedzik","2021-05-31 20:11:23",1.08590
6724760,"abdessamad layad","2021-05-13 08:32:15",1.08590
6722551,chrhhl,"2021-05-30 11:35:02",1.08590
6720827,Nayu.T.S.,"2021-05-31 01:17:26",1.08590
6836014,Leven33,"2021-05-27 08:34:15",1.08591
6814668,Serhio,"2021-05-28 10:46:22",1.08591
6791454,"Naresh bhat","2021-05-16 13:21:37",1.08591
6720953,"Yuanjing Guo","2021-05-07 01:24:30",1.08591
6724189,AndresHG,"2021-05-05 12:48:20",1.08592
6722489,lilkaskitc,"2021-05-30 07:55:11",1.08592
6748575,xuye,"2021-05-09 15:53:20",1.08592
6839215,"rakesh kurakula","2021-05-30 00:15:18",1.08593
6847140,JustinChang,"2021-05-27 02:59:26",1.08594
6868028,"AL- EMRAN","2021-05-31 10:20:45",1.08594
6723551,Berkan,"2021-05-13 15:14:19",1.08594
6858030,saichandusambangi,"2021-05-26 12:27:58",1.08594
6723011,"[Deleted] dfd87068-9834-4569-92c6-e4bbf78659ed","2021-05-03 11:13:24",1.08595
6720922,"Hiroki Yamagishi","2021-05-03 08:11:12",1.08595
6745166,meihanw,"2021-05-26 06:39:21",1.08595
6734589,"Shravan Kumar Koninti","2021-05-04 13:11:27",1.08595
6724111,"Huy Doan","2021-05-13 08:54:10",1.08596
6812948,"Ковальчук С.И.","2021-05-28 18:44:47",1.08596
6744307,"Joonoo JANG","2021-05-15 08:51:02",1.08598
6842383,"Adrian Hajdukiewicz","2021-05-29 13:31:56",1.08598
6721469,"Sourav Roy","2021-05-04 08:12:50",1.08599
6721757,JiangTT,"2021-05-20 00:25:45",1.08599
6722134,"Mohit Sharma","2021-05-11 15:22:37",1.08599
6726520,slow5620,"2021-05-31 10:20:03",1.08600
6720750,"Jason Dunavin","2021-05-23 00:26:40",1.08601
6722911,Pat69Maze,"2021-05-07 05:17:11",1.08601
6736608,manuelmusngi,"2021-05-25 19:01:53",1.08601
6721429,"Anu Varshini","2021-05-03 12:54:29",1.08604
6723205,"Pawan Kumar J","2021-05-21 04:19:26",1.08604
6722425,"Kosarevsky Dmitry","2021-05-03 04:39:30",1.08606
6747270,"Sokolov Aleksandr","2021-05-05 21:49:23",1.08607
6769432,"Vishvaditya Luhach","2021-05-27 16:32:38",1.08607
6721813,"Takashi Tomika","2021-05-23 10:38:51",1.08607
6765363,BuğraŞen,"2021-05-16 09:20:37",1.08609
6769751,vanAmsen,"2021-05-10 12:35:18",1.08610
6738209,"Tun T","2021-05-13 17:19:35",1.08610
6720718,mydrear,"2021-05-06 12:55:08",1.08611
6841719,DucMNgo1518,"2021-05-22 10:02:43",1.08611
6722701,"Marek Konopko","2021-05-11 06:27:34",1.08611
6840983,"Saran Saluja","2021-05-31 09:39:00",1.08611
6856756,"RJ Corneille","2021-05-26 17:07:20",1.08611
6734437,grayjay,"2021-05-31 02:48:49",1.08614
6744125,"Mukesh Bhandarkar","2021-05-05 06:37:49",1.08616
6751720,"David Katz","2021-05-31 19:05:43",1.08617
6722479,"Prashans Dixit","2021-05-04 07:07:50",1.08617
6722762,"Shachar Y.","2021-05-31 19:48:47",1.08617
6752926,diglesias,"2021-05-26 20:55:33",1.08617
6726097,"Shreyansh Kabra","2021-05-24 11:21:42",1.08618
6860239,Likzedd,"2021-05-31 14:18:52",1.08618
6721598,"MLJAR AutoML","2021-05-06 08:47:39",1.08619
6860819,minassy,"2021-05-29 17:06:21",1.08620
6729241,NQ2,"2021-05-02 19:29:40",1.08620
6748583,"Ryan Susman","2021-05-09 02:08:05",1.08625
6724405,"Mihir Thakur","2021-05-24 18:19:08",1.08626
6848767,"Deeksha Rai","2021-05-27 11:18:07",1.08626
6720701,des,"2021-05-21 11:57:09",1.08626
6795273,"Long Nguyễn","2021-05-18 10:48:38",1.08626
6853768,pro_coders,"2021-05-26 14:03:18",1.08628
6729417,"Shiva Pundir","2021-05-03 16:46:26",1.08628
6722212,"Nishant Dhingra","2021-05-31 21:27:17",1.08629
6785053,Akatsuki,"2021-05-16 19:03:38",1.08630
6778425,"Ayse Erdem","2021-05-15 17:14:09",1.08631
6762366,"Olivier St-Amand","2021-05-14 01:12:48",1.08633
6739338,"Kaustubh Verma ","2021-05-26 05:21:32",1.08633
6750650,"Nitin Kashyap","2021-05-16 06:54:59",1.08636
6880122,murezsy,"2021-05-30 16:59:51",1.08637
6812411,"daiki iwasaki","2021-05-31 05:57:27",1.08637
6883812,Rohit(B19EE098),"2021-05-30 11:19:11",1.08637
6811052,"Abhishek Venugopal","2021-05-31 19:46:21",1.08638
6722458,"Skipar Ivan","2021-05-07 13:58:16",1.08638
6723090,AIXian,"2021-05-31 20:11:43",1.08639
6722552,"Luan Ademi","2021-05-01 14:34:55",1.08639
6720610,"Naruhiko Nakanishi","2021-05-01 09:52:00",1.08641
6826990,juniorliu95,"2021-05-30 09:13:59",1.08641
6722232,"Gaurav Chaudhary","2021-05-02 06:00:33",1.08641
6720593,horohoro,"2021-05-05 13:25:28",1.08642
6722796,"Arihant Jain","2021-05-18 16:20:18",1.08644
6725462,paramond,"2021-05-27 04:26:56",1.08644
6867520,Virksaab,"2021-05-31 15:17:15",1.08644
6720873,【MAO-STACK】,"2021-05-25 12:53:58",1.08645
6845105,Arvin001213,"2021-05-31 03:47:49",1.08646
6808494,Frederikf,"2021-05-18 20:45:08",1.08646
6882549,YusukeOnishi,"2021-05-30 13:37:57",1.08648
6817629,room722,"2021-05-23 16:14:44",1.08648
6771234,STakashi,"2021-05-20 12:46:41",1.08650
6737120,"Priyanshu Lodha","2021-05-07 03:32:17",1.08651
6721783,"Viktor Pavuk","2021-05-01 07:31:27",1.08651
6731548,Arno,"2021-05-08 16:30:45",1.08651
6729682,"Tomohiro Yazaki","2021-05-31 15:02:35",1.08652
6763028,PedroHSR,"2021-05-08 21:31:34",1.08652
6774654,MatheusRamosRibeiro,"2021-05-31 23:16:51",1.08652
6721004,ShankhadeepMukherjee,"2021-05-07 16:42:41",1.08652
6728262,"Sergey Kutepov","2021-05-05 14:05:22",1.08653
6740053,syunsuke,"2021-05-29 10:29:32",1.08656
6721298,"Jonas Paluci Barbosa","2021-05-31 23:38:40",1.08657
6775353,Overcast,"2021-05-26 00:22:56",1.08658
6738094,karlb3030,"2021-05-31 19:05:14",1.08658
6758147,"Nikita Razinkov","2021-05-20 09:42:11",1.08660
6724004,"Nicholas Marino","2021-05-30 21:32:42",1.08660
6744012,fufufu,"2021-05-17 11:21:12",1.08661
6823425,"CK KIM","2021-05-30 15:00:36",1.08661
6721535,"Darius Saldauskas","2021-05-29 15:45:58",1.08662
6829557,"Aman Budgujar","2021-05-24 13:09:08",1.08664
6729518,"Nick Erickson","2021-05-03 09:03:17",1.08665
6747674,Kuntal,"2021-05-23 12:53:43",1.08667
6859708,AdmireLotos,"2021-05-30 03:00:51",1.08668
6735854,"Hiroaki Iwai","2021-05-14 22:59:52",1.08669
6723709,"Raj Gandhi","2021-05-25 14:53:09",1.08669
6724106,"Shashwat Tiwari","2021-05-07 18:16:15",1.08670
6721399,"Juan Pablo Margni","2021-05-16 06:23:09",1.08670
6722670,"Udbhav Pangotra","2021-05-02 07:47:51",1.08670
6770119,"Rushikesh Konapure","2021-05-31 11:20:35",1.08670
6840717,Vitasoy,"2021-05-31 01:59:45",1.08672
6848009,Vitasoy_2,"2021-05-31 02:11:40",1.08672
6747549,"Left Right","2021-05-30 20:06:47",1.08672
6725374,"James Tourkistas","2021-05-31 20:42:47",1.08672
6809859,"Hari Prasad P","2021-05-31 23:27:50",1.08673
6741867,"Vjaceslavs Matess","2021-05-13 13:31:44",1.08675
6888671,daigua,"2021-05-31 14:40:43",1.08676
6826764,"Samuel Kim","2021-05-26 05:41:10",1.08676
6725375,"Mohamed Jafir Ashraf","2021-05-23 10:05:56",1.08676
6787114,"Eduardo Calderón","2021-05-23 02:18:04",1.08676
6788801,"Guillermo Alejandro Vargas Escobar","2021-05-23 01:56:33",1.08676
6808334,"Julien Roullé","2021-05-28 15:32:03",1.08677
6740161,"Ryo Hatanaka","2021-05-24 02:00:59",1.08678
6880490,Masafumi.M,"2021-05-30 05:13:51",1.08679
6724689,aisfo,"2021-05-02 03:07:17",1.08680
6721187,"Thierry Neusius","2021-05-29 21:26:57",1.08680
6724743,"Hyunil Yoo","2021-05-31 23:47:30",1.08680
6763904,juncollin,"2021-05-31 21:39:07",1.08681
6752701,"Artem Prikhodko","2021-05-31 21:47:58",1.08682
6724125,Tassen,"2021-05-31 20:06:06",1.08684
6864777,Solstice_ML,"2021-05-31 14:42:02",1.08685
6779719,"Imantha Ahangama","2021-05-17 10:31:13",1.08687
6771189,batrosz,"2021-05-29 16:31:41",1.08687
6737015,"Yudai Abe","2021-05-30 13:37:36",1.08688
6832231,Chandrashekhar,"2021-05-20 03:55:33",1.08688
6720695,"Ilya Belov","2021-05-02 08:24:45",1.08688
6733757,#Mohar,"2021-05-07 01:59:23",1.08689
6721678,"sai kumar","2021-05-03 16:31:14",1.08690
6836267,"Sean Jan","2021-05-31 16:07:07",1.08692
6771153,"Abhishek Yadav","2021-05-15 15:05:34",1.08693
6728406,"Juan Romera","2021-05-29 16:55:20",1.08693
6882474,Nanette,"2021-05-31 03:00:39",1.08695
6723412,"[Deleted] 3bb11f74-abf2-47fe-ba1b-7161e56b4f1c","2021-05-02 03:23:38",1.08696
6756388,jogepari,"2021-05-21 21:32:05",1.08698
6803884,Vagif,"2021-05-29 23:14:09",1.08698
6721717,shadowsan,"2021-05-20 02:57:23",1.08699
6783215,RealSid,"2021-05-27 06:46:19",1.08699
6840674,"Ozan Yıldız","2021-05-30 02:37:22",1.08699
6722293,"[ods.ai] vad13irt","2021-05-17 16:03:14",1.08700
6855272,MarThel,"2021-05-27 11:07:41",1.08703
6721200,"Rajkumar Sengottuvel","2021-05-14 14:04:51",1.08703
6727062,"Nikhil Gopal","2021-05-31 17:14:43",1.08704
6758280,"Isaiah West","2021-05-14 19:41:38",1.08705
6870115,"Alexander Andreev","2021-05-31 11:25:34",1.08706
6721194,fugai1,"2021-05-03 17:37:45",1.08708
6720970,bybag_74,"2021-05-31 04:05:32",1.08708
6721031,Heroseo,"2021-05-31 17:21:19",1.08708
6805563,"Mark CT","2021-05-31 14:27:26",1.08708
6786885,Landist,"2021-05-27 21:51:54",1.08711
6818442,"Annie Martin","2021-05-31 07:05:33",1.08711
6722867,"Siddharth Kulkarni","2021-05-31 17:36:30",1.08711
6730487,"Siddharth Agarwal","2021-05-25 18:22:28",1.08713
6735680,Clint,"2021-05-18 09:08:21",1.08713
6721027,kurong123,"2021-05-18 13:09:09",1.08713
6819241,"James B.","2021-05-31 06:42:32",1.08714
6731780,liuyixi,"2021-05-06 15:11:26",1.08714
6823044,"Vadim Kapliuk","2021-05-18 19:05:24",1.08715
6726002,"Simon Hovmark","2021-05-30 16:40:59",1.08716
6740475,"Rinat Kurbanov","2021-05-19 15:42:18",1.08716
6854670,loner49th,"2021-05-31 20:39:24",1.08716
6789225,Hariprasath,"2021-05-31 10:41:09",1.08716
6808137,"Marco Wong","2021-05-19 20:04:46",1.08717
6742547,"Nick Corona","2021-05-09 14:12:16",1.08718
6793049,"ROBERT TURRO","2021-05-31 19:10:11",1.08718
6724739,"Alexis D","2021-05-30 05:32:24",1.08718
6778384,"Masato Ootsuka","2021-05-28 09:59:29",1.08719
6742502,naccchan,"2021-05-05 12:53:51",1.08719
6723559,O-S,"2021-05-31 16:22:55",1.08719
6722010,"Ranjeet shrivastav","2021-05-26 10:28:55",1.08720
6721587,"Chris X","2021-05-06 15:51:47",1.08721
6760357,TripleLift,"2021-05-09 17:44:31",1.08722
6731197,ANA,"2021-05-25 04:40:15",1.08723
6814686,"Jonathan Ali Corado Hernández","2021-05-22 03:07:06",1.08723
6810815,"Roman Enikeev","2021-05-25 08:07:17",1.08726
6724666,"Anna Białek","2021-05-05 20:34:09",1.08727
6802063,hnakamura,"2021-05-31 14:51:14",1.08730
6720657,radrshp,"2021-05-31 23:12:16",1.08731
6721687,"Rishabh Sethia","2021-05-08 07:15:01",1.08732
6843101,trym53,"2021-05-22 01:39:32",1.08733
6754883,zoilooo,"2021-05-12 06:18:51",1.08737
6743127,"Dave E","2021-05-27 11:49:23",1.08737
6744718,"Brooklin Santosh","2021-05-31 18:51:33",1.08738
6828395,"Sujith K Nair","2021-05-27 11:34:47",1.08739
6758424,"José M","2021-05-13 15:16:28",1.08739
6739983,bigvit,"2021-05-19 22:22:26",1.08740
6721056,"Mariusz Bronowicki","2021-05-19 17:28:03",1.08741
6721376,jps,"2021-05-17 06:20:49",1.08742
6862647,tommy.choi,"2021-05-26 05:09:48",1.08744
6722677,"Kirill Klyukvin","2021-05-06 12:01:26",1.08746
6731934,"Maciej Zdanowicz","2021-05-04 14:46:04",1.08747
6724840,"Teled Analytic","2021-05-31 23:04:22",1.08747
6721103,"Somesh kumar Jain","2021-05-05 04:58:50",1.08748
6724015,"Erik Garcia","2021-05-17 19:01:26",1.08748
6890825,"Mahesh Jindal","2021-05-31 21:10:27",1.08748
6722465,imhereforfreegpu,"2021-05-05 05:00:44",1.08750
6722704,"Marcin Zatorski","2021-05-02 16:02:42",1.08750
6809332,"William Kenny","2021-05-27 21:41:16",1.08751
6797511,knight.lee,"2021-05-16 01:57:09",1.08751
6762875,"Arseniy Shahmatov","2021-05-08 21:32:10",1.08752
6786999,phantazyq,"2021-05-22 18:35:08",1.08753
6788404,ifashion,"2021-05-13 23:38:57",1.08754
6826791,tanchingfhen,"2021-05-27 06:00:39",1.08755
6757853,"Monisha Damodaran","2021-05-31 16:34:13",1.08755
6799727,GD2015,"2021-05-21 03:34:53",1.08757
6722467,NI,"2021-05-12 19:55:15",1.08757
6722625,"Matteo Turla","2021-05-22 10:35:12",1.08758
6725158,Björn,"2021-05-03 21:17:02",1.08760
6806787,"Jens Svensmark","2021-05-29 20:47:49",1.08763
6799187,"Nicolás Pezzot","2021-05-24 02:04:00",1.08763
6732597,Melanie7744,"2021-05-30 11:32:15",1.08763
6747510,"Kaustubh B Bhargav","2021-05-30 19:03:41",1.08763
6804921,shahrukh0526,"2021-05-31 11:31:23",1.08763
6720844,MasayoshiEndo,"2021-05-30 09:56:22",1.08763
6891194,Klaus,"2021-05-31 22:47:27",1.08763
6721328,"Hiroshi Ohura","2021-05-27 10:10:12",1.08764
6798180,deltascience,"2021-05-15 08:11:37",1.08766
6728695,herwinvw,"2021-05-09 10:22:24",1.08769
6730220,stonyc,"2021-05-25 05:55:55",1.08770
6812148,"Marion Hesse","2021-05-18 12:29:20",1.08770
6810736,"Paul Yurlov","2021-05-28 13:08:54",1.08770
6759577,meeee,"2021-05-08 07:02:59",1.08771
6828926,"Paarth Bhatnagar","2021-05-29 13:27:19",1.08772
6787006,TexasTom,"2021-05-31 23:42:02",1.08772
6722503,"Bernhard Klinger","2021-05-23 22:01:22",1.08774
6800069,akiackey,"2021-05-22 05:00:33",1.08774
6871051,"Brown Ebouky","2021-05-31 13:48:44",1.08775
6721181,"Kshitij Mohan","2021-05-02 07:03:26",1.08778
6728351,"Shakira Whaka Whaka","2021-05-02 14:59:39",1.08778
6722996,"Rishabh Mishra","2021-05-15 20:00:07",1.08778
6750143,testtset,"2021-05-08 04:42:53",1.08782
6728771,AndNov,"2021-05-16 02:59:52",1.08784
6774629,Ching,"2021-05-27 05:58:58",1.08786
6756349,LSTECUST,"2021-05-25 02:47:32",1.08786
6742242,"Lucas Silva","2021-05-11 21:14:19",1.08786
6742743,"Emmanuel Bright","2021-05-06 02:26:49",1.08788
6729498,"Krystian Wicherek","2021-05-08 10:19:19",1.08788
